fid,codigo,clasificacion_tipo,fecha_inicio,fecha_radicacion,resolucion
2360,683070000000000070615000000000,Revision_Avaluo,25/10/2018,26/10/2018,201810-0002
2361,683070000000000070598000000000,Revision_Avaluo,14/12/2016,15/12/2016,201612-0001
2362,683070000000000070672000000000,Revision_Avaluo,24/12/1989,25/12/1989,198912-0001
2363,683070000000000070599000000000,Revision_Avaluo,14/03/2020,15/03/2020,20203-0002
2364,683070000000000070614000000000,Revision_Avaluo,17/09/1981,18/09/1981,19819-0002
2365,683070000000000070671000000000,Revision_Avaluo,26/10/2000,27/10/2000,200010-0001
2366,683070000000000070600000000000,Revision_Avaluo,20/08/1993,21/08/1993,19938-0001
2367,683070000000000070586000000000,Revision_Avaluo,27/12/2000,28/12/2000,200012-0002
2368,683070000000000070587000000000,Revision_Avaluo,18/08/1986,19/08/1986,19868-0002
2369,683070000000000070588000000000,Revision_Avaluo,25/07/1983,26/07/1983,19837-0001
2370,683070000000000070664000000000,Revision_Avaluo,27/02/1996,28/02/1996,19962-0001
2371,683070000000000070589000000000,Revision_Avaluo,19/09/1980,20/09/1980,19809-0002
2372,683070000000000070590000000000,Revision_Avaluo,20/10/1982,21/10/1982,198210-0002
2373,683070000000000070601000000000,Revision_Avaluo,08/10/1985,09/10/1985,198510-0001
2374,683070000000000070613000000000,Revision_Avaluo,03/11/2011,04/11/2011,201111-0001
2375,683070000000000070585000000000,Revision_Avaluo,15/11/1986,16/11/1986,198611-0002
2376,683070000000000070591000000000,Revision_Avaluo,27/03/1980,28/03/1980,19803-0002
2377,683070000000000070603000000000,Revision_Avaluo,26/04/1998,27/04/1998,19984-0001
2378,683070000000000070602000000000,Revision_Avaluo,12/07/2019,13/07/2019,20197-0001
2379,683070000000000070665000000000,Revision_Avaluo,10/07/2017,11/07/2017,20177-0002
2380,683070000000000070612000000000,Revision_Avaluo,06/10/2019,07/10/2019,201910-0002
2381,683070000000000070584000000000,Revision_Avaluo,10/05/2011,11/05/2011,20115-0001
2382,683070000000000070610000000000,Revision_Avaluo,29/03/2000,30/03/2000,20003-0001
2383,683070000000000070593000000000,Revision_Avaluo,24/06/1991,25/06/1991,19916-0002
2384,683070000000000070666000000000,Revision_Avaluo,29/12/2006,30/12/2006,200612-0002
2385,683070000000000070609000000000,Revision_Avaluo,17/01/2012,18/01/2012,20121-0001
2386,683070000000000070583000000000,Revision_Avaluo,20/09/1985,21/09/1985,19859-0001
2387,683070000000000070604000000000,Revision_Avaluo,08/04/2001,09/04/2001,20014-0002
2388,683070000000000070582000000000,Revision_Avaluo,18/07/2008,19/07/2008,20087-0002
2389,683070000000000070594000000000,Revision_Avaluo,17/11/2007,18/11/2007,200711-0001
2390,683070000000000070667000000000,Revision_Avaluo,16/03/2017,17/03/2017,20173-0001
2391,683070000000000070581000000000,Revision_Avaluo,25/04/1991,26/04/1991,19914-0002
2392,683070000000000070595000000000,Revision_Avaluo,05/11/2000,06/11/2000,200011-0002
2393,683070000000000070605000000000,Revision_Avaluo,12/05/1983,13/05/1983,19835-0001
2394,683070000000000070580000000000,Revision_Avaluo,23/06/2007,24/06/2007,20076-0001
2395,683070000000000070668000000000,Revision_Avaluo,20/03/1994,21/03/1994,19943-0002
2396,683070000000000070570000000000,Revision_Avaluo,29/11/2003,30/11/2003,200311-0002
2397,683070000000000070579000000000,Revision_Avaluo,22/12/1985,23/12/1985,198512-0001
2398,683070000000000070606000000000,Revision_Avaluo,24/03/1995,25/03/1995,19953-0001
2399,683070000000000070565000000000,Revision_Avaluo,01/04/2002,02/04/2002,20024-0002
2400,683070000000000070566000000000,Revision_Avaluo,06/02/1994,07/02/1994,19942-0002
2401,683070000000000070567000000000,Revision_Avaluo,17/07/1989,18/07/1989,19897-0001
2402,683070000000000070568000000000,Revision_Avaluo,21/05/2019,22/05/2019,20195-0001
2403,683070000000000070596000000000,Revision_Avaluo,30/07/1987,31/07/1987,19877-0002
2404,683070000000000070569000000000,Revision_Avaluo,10/09/2006,11/09/2006,20069-0002
2405,683070000000000070578000000000,Revision_Avaluo,01/11/1989,02/11/1989,198911-0001
2406,683070000000000070564000000000,Revision_Avaluo,29/04/1989,30/04/1989,19894-0001
2407,683070000000000070571000000000,Revision_Avaluo,17/09/1988,18/09/1988,19889-0002
2408,683070000000000070669000000000,Revision_Avaluo,24/01/1995,25/01/1995,19951-0002
2409,683070000000000070577000000000,Revision_Avaluo,07/11/2001,08/11/2001,200111-0001
2410,683070000000000070767000000000,Revision_Avaluo,11/02/2018,12/02/2018,20182-0001
2411,683070000000000070574000000000,Revision_Avaluo,29/11/2009,30/11/2009,200911-0002
2412,683070000000000070572000000000,Revision_Avaluo,21/08/1997,22/08/1997,19978-0002
2413,683070000000000070576000000000,Revision_Avaluo,21/03/1997,22/03/1997,19973-0001
2414,683070000000000070575000000000,Revision_Avaluo,22/04/1992,23/04/1992,19924-0001
2415,683070000000000070573000000000,Revision_Avaluo,17/08/1983,18/08/1983,19838-0002
2416,683070000000000070562000000000,Revision_Avaluo,05/09/2016,06/09/2016,20169-0002
2417,683070000000000070607000000000,Revision_Avaluo,07/04/2003,08/04/2003,20034-0001
2418,683070000000000070561000000000,Revision_Avaluo,11/09/1997,12/09/1997,19979-0001
2419,683070000000000070597000000000,Revision_Avaluo,08/01/1987,09/01/1987,19871-0002
2420,683070000000000070549000000000,Revision_Avaluo,20/06/1984,21/06/1984,19846-0002
2421,683070000000000070560000000000,Revision_Avaluo,14/04/2020,15/04/2020,20204-0001
2422,683070000000000070559000000000,Revision_Avaluo,23/08/1981,24/08/1981,19818-0001
2423,683070000000000070543000000000,Revision_Avaluo,12/06/1988,13/06/1988,19886-0002
2424,683070000000000070544000000000,Revision_Avaluo,09/09/1987,10/09/1987,19879-0002
2425,683070000000000070542000000000,Revision_Avaluo,06/06/1996,07/06/1996,19966-0001
2426,683070000000000070558000000000,Revision_Avaluo,13/05/2012,14/05/2012,20125-0001
2427,683070000000000070545000000000,Revision_Avaluo,21/08/2002,22/08/2002,20028-0002
2428,683070000000000070546000000000,Revision_Avaluo,25/10/2012,26/10/2012,201210-0002
2429,683070000000000070541000000000,Revision_Avaluo,15/05/1992,16/05/1992,19925-0001
2430,683070000000000070550000000000,Revision_Avaluo,26/06/2019,27/06/2019,20196-0001
2431,683070000000000070540000000000,Revision_Avaluo,11/05/1997,12/05/1997,19975-0002
2432,683070000000000070547000000000,Revision_Avaluo,05/02/2016,06/02/2016,20162-0002
2433,683070000000000070551000000000,Revision_Avaluo,26/02/2020,27/02/2020,20202-0001
2434,683070000000000070557000000000,Revision_Avaluo,06/08/1980,07/08/1980,19808-0001
2435,683070000000000070539000000000,Revision_Avaluo,23/05/1983,24/05/1983,19835-0002
2436,683070000000000070608000000000,Revision_Avaluo,14/03/2016,15/03/2016,20163-0002
2437,683070000000000070552000000000,Revision_Avaluo,28/08/2008,29/08/2008,20088-0001
2438,683070000000000070538000000000,Revision_Avaluo,17/06/1993,18/06/1993,19936-0001
2439,683070000000000070548000000000,Revision_Avaluo,10/08/1983,11/08/1983,19838-0002
2440,683070000000000070553000000000,Revision_Avaluo,07/07/2002,08/07/2002,20027-0002
2441,683070000000000070554000000000,Revision_Avaluo,25/10/1981,26/10/1981,198110-0001
2442,683070000000000070537000000000,Revision_Avaluo,22/04/1987,23/04/1987,19874-0001
2443,683070000000000070555000000000,Revision_Avaluo,11/06/2020,12/06/2020,20206-0002
2444,683070000000000070536000000000,Revision_Avaluo,10/03/2000,11/03/2000,20003-0002
2445,683070000000000070535000000000,Revision_Avaluo,02/01/2009,03/01/2009,20091-0001
2446,683070000000000070556000000000,Revision_Avaluo,21/07/1990,22/07/1990,19907-0001
2447,683070000000000070768000000000,Revision_Avaluo,26/08/2009,27/08/2009,20098-0002
2448,683070000000000070765000000000,Revision_Avaluo,24/02/1996,25/02/1996,19962-0002
2449,683070000000000070680000000000,Revision_Avaluo,09/08/2013,10/08/2013,20138-0001
2450,683070000000000070563000000000,Revision_Avaluo,13/12/1982,14/12/1982,198212-0001
2451,683070000000000070650000000000,Revision_Avaluo,09/10/1996,10/10/1996,199610-0002
2452,683070000000000070679000000000,Revision_Avaluo,12/02/2002,13/02/2002,20022-0002
2453,683070000000000070695000000000,Revision_Avaluo,23/12/1999,24/12/1999,199912-0001
2454,683070000000000100154000000000,Revision_Avaluo,30/08/1996,31/08/1996,19968-0001
2455,683070000000000012685000000000,Revision_Avaluo,26/07/2004,27/07/2004,20047-0002
2456,683070000000000070503000000000,Revision_Avaluo,04/11/1994,05/11/1994,199411-0002
2457,683070000000000060179000000000,Revision_Avaluo,24/12/2014,25/12/2014,201412-0001
2458,683070000000000011813000000000,Revision_Avaluo,03/12/1988,04/12/1988,198812-0001
2459,683070000000000011817000000000,Revision_Avaluo,24/09/1998,25/09/1998,19989-0002
2460,683070000000000011815000000000,Revision_Avaluo,14/06/2016,15/06/2016,20166-0002
2461,683070000000000021015000000000,Revision_Avaluo,04/05/1985,05/05/1985,19855-0001
2462,683070000000000060439000000000,Revision_Avaluo,08/01/2007,09/01/2007,20071-0001
2463,683070000000000010799000000000,Revision_Avaluo,29/03/1985,30/03/1985,19853-0002
2464,683070000000000010788000000000,Revision_Avaluo,26/05/1983,27/05/1983,19835-0002
2465,683070000000000011187000000000,Revision_Avaluo,21/11/2017,22/11/2017,201711-0001
2466,683070000000000011188000000000,Revision_Avaluo,06/02/2017,07/02/2017,20172-0001
2467,683070000000000010874000000000,Revision_Avaluo,25/10/2001,26/10/2001,200110-0002
2468,683070000000000010917000000000,Revision_Avaluo,30/10/2007,31/10/2007,200710-0002
2469,683070000000000010873000000000,Revision_Avaluo,08/04/2007,09/04/2007,20074-0001
2470,683070000000000010872000000000,Revision_Avaluo,01/11/2020,02/11/2020,202011-0001
2471,683070000000000010864000000000,Revision_Avaluo,16/07/2007,17/07/2007,20077-0002
2472,683070000000000010871000000000,Revision_Avaluo,18/12/2015,19/12/2015,201512-0002
2473,683070000000000010865000000000,Revision_Avaluo,08/10/2008,09/10/2008,200810-0001
2474,683070000000000010868000000000,Revision_Avaluo,05/06/1981,06/06/1981,19816-0001
2475,683070000000000010869000000000,Revision_Avaluo,26/09/1996,27/09/1996,19969-0002
2476,683070000000000010870000000000,Revision_Avaluo,27/12/1987,28/12/1987,198712-0002
2477,683070000000000010866000000000,Revision_Avaluo,14/03/1994,15/03/1994,19943-0001
2478,683070000000000010867000000000,Revision_Avaluo,15/11/1990,16/11/1990,199011-0001
2479,683070000000000010802000000000,Revision_Avaluo,06/03/2014,07/03/2014,20143-0002
2480,683070000000000011709000000000,Revision_Avaluo,23/10/2010,24/10/2010,201010-0002
2481,683070000000000010772000000000,Revision_Avaluo,05/05/1980,06/05/1980,19805-0001
2482,683070000000000010801000000000,Revision_Avaluo,06/08/2008,07/08/2008,20088-0001
2483,683070000000000010800000000000,Revision_Avaluo,26/01/1997,27/01/1997,19971-0002
2484,683070000000000010804000000000,Revision_Avaluo,04/04/1983,05/04/1983,19834-0002
2485,683070000000000010771000000000,Revision_Avaluo,12/07/1998,13/07/1998,19987-0001
2486,683070000000000011710000000000,Revision_Avaluo,01/01/2014,02/01/2014,20141-0001
2487,683070000000000010770000000000,Revision_Avaluo,12/09/1999,13/09/1999,19999-0002
2488,683070000000000010798000000000,Revision_Avaluo,28/01/2017,29/01/2017,20171-0002
2489,683070000000000010797000000000,Revision_Avaluo,18/12/1994,19/12/1994,199412-0001
2490,683070000000000010947000000000,Revision_Avaluo,16/08/2020,17/08/2020,20208-0001
2491,683070000000000010367000000000,Revision_Avaluo,18/03/1985,19/03/1985,19853-0002
2492,683070000000000010915000000000,Revision_Avaluo,20/02/1988,21/02/1988,19882-0002
2493,683070000000000010889000000000,Revision_Avaluo,08/02/1991,09/02/1991,19912-0001
2494,683070000000000010796000000000,Revision_Avaluo,15/07/2012,16/07/2012,20127-0001
2495,683070000000000010888000000000,Revision_Avaluo,27/06/2018,28/06/2018,20186-0002
2496,683070000000000010916000000000,Revision_Avaluo,29/10/1993,30/10/1993,199310-0002
2497,683070000000000010890000000000,Revision_Avaluo,04/10/1997,05/10/1997,199710-0001
2498,683070000000000010805000000000,Revision_Avaluo,02/03/1987,03/03/1987,19873-0001
2499,683070000000000010936000000000,Revision_Avaluo,28/04/2000,29/04/2000,20004-0002
2500,683070000000000010795000000000,Revision_Avaluo,05/03/1998,06/03/1998,19983-0002
2501,683070000000000010900000000000,Revision_Avaluo,17/05/1994,18/05/1994,19945-0001
2502,683070000000000010806000000000,Revision_Avaluo,23/04/2005,24/04/2005,20054-0001
2503,683070000000000010793000000000,Revision_Avaluo,05/07/2016,06/07/2016,20167-0002
2504,683070000000000010807000000000,Revision_Avaluo,08/07/2015,09/07/2015,20157-0002
2505,683070000000000010792000000000,Revision_Avaluo,09/03/1984,10/03/1984,19843-0001
2506,683070000000000010794000000000,Revision_Avaluo,21/05/2003,22/05/2003,20035-0001
2507,683070000000000010791000000000,Revision_Avaluo,11/07/1988,12/07/1988,19887-0002
2508,683070000000000010790000000000,Autoestimacion_Avaluo,15/03/1990,16/03/1990,19903-0002
2509,683070000000000070293000000000,Autoestimacion_Avaluo,30/08/1988,31/08/1988,19888-0001
2510,683070000000000010892000000000,Autoestimacion_Avaluo,03/06/1981,04/06/1981,19816-0001
2511,683070000000000010366000000000,Autoestimacion_Avaluo,15/08/2010,16/08/2010,20108-0002
2512,683070000000000011061000000000,Autoestimacion_Avaluo,15/02/2017,16/02/2017,20172-0002
2513,683070000000000011186000000000,Autoestimacion_Avaluo,27/01/2011,28/01/2011,20111-0001
2514,683070000000000010327000000000,Autoestimacion_Avaluo,12/01/1996,13/01/1996,19961-0001
2515,683070000000000011801000000000,Autoestimacion_Avaluo,22/01/1987,23/01/1987,19871-0002
2516,683070000000000011802000000000,Autoestimacion_Avaluo,11/10/1999,12/10/1999,199910-0002
2517,683070000000000010324000000000,Autoestimacion_Avaluo,16/06/1981,17/06/1981,19816-0001
2518,683070000000000060544000000000,Autoestimacion_Avaluo,25/09/2017,26/09/2017,20179-0001
2519,683070000000000030067000000000,Autoestimacion_Avaluo,28/12/2005,29/12/2005,200512-0002
2520,683070000000000030066000000000,Autoestimacion_Avaluo,11/09/2020,12/09/2020,20209-0002
2521,683070000000000040153000000000,Autoestimacion_Avaluo,03/03/1993,04/03/1993,19933-0001
2522,683070000000000070185000000000,Autoestimacion_Avaluo,21/09/2006,22/09/2006,20069-0001
2523,683070000000000070360000000000,Autoestimacion_Avaluo,03/06/2010,04/06/2010,20106-0002
2524,683070000000000040126000000000,Autoestimacion_Avaluo,10/04/1987,11/04/1987,19874-0002
2525,683070000000000040464000000000,Autoestimacion_Avaluo,01/12/2016,02/12/2016,201612-0001
2526,683070000000000040173000000000,Autoestimacion_Avaluo,21/04/2005,22/04/2005,20054-0001
2527,683070000000000040172000000000,Autoestimacion_Avaluo,25/07/2013,26/07/2013,20137-0002
2528,683070000000000040174000000000,Autoestimacion_Avaluo,26/01/1991,27/01/1991,19911-0002
2529,683070000000000040175000000000,Autoestimacion_Avaluo,11/06/1983,12/06/1983,19836-0001
2530,683070000000000040176000000000,Autoestimacion_Avaluo,22/12/2013,23/12/2013,201312-0001
2531,683070000000000040177000000000,Autoestimacion_Avaluo,27/03/2013,28/03/2013,20133-0002
2532,683070000000000040178000000000,Autoestimacion_Avaluo,14/07/2009,15/07/2009,20097-0002
2533,683070000000000040179000000000,Autoestimacion_Avaluo,30/08/1991,31/08/1991,19918-0001
2534,683070000000000040098000000000,Autoestimacion_Avaluo,28/02/2009,01/03/2009,20092-0001
2535,683070000000000040092000000000,Autoestimacion_Avaluo,14/06/1994,15/06/1994,19946-0002
2536,683070000000000040142000000000,Autoestimacion_Avaluo,13/03/1987,14/03/1987,19873-0002
2537,683070000000000040096000000000,Autoestimacion_Avaluo,11/02/2012,12/02/2012,20122-0001
2538,683070000000000040034000000000,Autoestimacion_Avaluo,08/01/1989,09/01/1989,19891-0001
2539,683070000000000040133000000000,Autoestimacion_Avaluo,08/01/2011,09/01/2011,20111-0002
2540,683070000000000040139000000000,Autoestimacion_Avaluo,05/07/2003,06/07/2003,20037-0002
2541,683070000000000040141000000000,Autoestimacion_Avaluo,09/10/1987,10/10/1987,198710-0001
2542,683070000000000070120000000000,Autoestimacion_Avaluo,11/11/1987,12/11/1987,198711-0001
2543,683070000000000070148000000000,Autoestimacion_Avaluo,11/06/2015,12/06/2015,20156-0002
2544,683070000000000070359000000000,Autoestimacion_Avaluo,25/11/2016,26/11/2016,201611-0002
2545,683070000000000070201000000000,Autoestimacion_Avaluo,10/11/2001,11/11/2001,200111-0001
2546,683070000000000070258000000000,Autoestimacion_Avaluo,21/08/2019,22/08/2019,20198-0001
2547,683070000000000070294000000000,Autoestimacion_Avaluo,17/01/2009,18/01/2009,20091-0002
2548,683070000000000070343000000000,Autoestimacion_Avaluo,28/07/2019,29/07/2019,20197-0002
2549,683070000000000070354000000000,Autoestimacion_Avaluo,12/02/2010,13/02/2010,20102-0001
2550,683070000000000070361000000000,Autoestimacion_Avaluo,14/09/1982,15/09/1982,19829-0001
2551,683070000000000181436000000000,Autoestimacion_Avaluo,22/04/1999,23/04/1999,19994-0002
2552,683070000000000181471000000000,Autoestimacion_Avaluo,04/01/1988,05/01/1988,19881-0002
2553,683070000000000070481000000000,Autoestimacion_Avaluo,10/01/2019,11/01/2019,20191-0001
2554,683070000000000070356000000000,Autoestimacion_Avaluo,04/02/1982,05/02/1982,19822-0001
2555,683070000000000080333000000000,Autoestimacion_Avaluo,19/10/2002,20/10/2002,200210-0002
2556,683070000000000080332000000000,Autoestimacion_Avaluo,20/07/1995,21/07/1995,19957-0002
2557,683070000000000080382000000000,Autoestimacion_Avaluo,10/10/2007,11/10/2007,200710-0001
2558,683070000000000080343000000000,Autoestimacion_Avaluo,29/03/2003,30/03/2003,20033-0001
2559,683070000000000080381000000000,Autoestimacion_Avaluo,23/08/2014,24/08/2014,20148-0002
2560,683070000000000080373000000000,Autoestimacion_Avaluo,18/09/2000,19/09/2000,20009-0002
2561,683070000000000080374000000000,Autoestimacion_Avaluo,12/11/2012,13/11/2012,201211-0001
2562,683070000000000080380000000000,Autoestimacion_Avaluo,27/01/2002,28/01/2002,20021-0001
2563,683070000000000080379000000000,Autoestimacion_Avaluo,16/09/2001,17/09/2001,20019-0002
2564,683070000000000080375000000000,Autoestimacion_Avaluo,04/07/2017,05/07/2017,20177-0002
2565,683070000000000080378000000000,Autoestimacion_Avaluo,01/05/2007,02/05/2007,20075-0001
2566,683070000000000080344000000000,Autoestimacion_Avaluo,19/06/2000,20/06/2000,20006-0001
2567,683070000000000080377000000000,Autoestimacion_Avaluo,21/02/1996,22/02/1996,19962-0002
2568,683070000000000080376000000000,Autoestimacion_Avaluo,22/04/2000,23/04/2000,20004-0002
2569,683070000000000088001000000000,Autoestimacion_Avaluo,18/11/1994,19/11/1994,199411-0001
2570,683070000000000080032000000000,Autoestimacion_Avaluo,20/12/2014,21/12/2014,201412-0001
2571,683070000000000080033000000000,Autoestimacion_Avaluo,01/05/1992,02/05/1992,19925-0002
2572,683070000000000080314000000000,Autoestimacion_Avaluo,02/05/1992,03/05/1992,19925-0002
2573,683070000000000080087000000000,Autoestimacion_Avaluo,21/05/1993,22/05/1993,19935-0001
2574,683070000000000080367000000000,Autoestimacion_Avaluo,17/12/1988,18/12/1988,198812-0001
2575,683070000000000080370000000000,Autoestimacion_Avaluo,17/07/1988,18/07/1988,19887-0002
2576,683070000000000080371000000000,Autoestimacion_Avaluo,08/08/1986,09/08/1986,19868-0002
2577,683070000000000080094000000000,Autoestimacion_Avaluo,17/03/1994,18/03/1994,19943-0001
2578,683070000000000060379000000000,Autoestimacion_Avaluo,09/06/2015,10/06/2015,20156-0001
2579,683070000000000060459000000000,Autoestimacion_Avaluo,14/10/1998,15/10/1998,199810-0002
2580,683070000000000060173000000000,Autoestimacion_Avaluo,19/11/1990,20/11/1990,199011-0002
2581,683070000000000060366000000000,Autoestimacion_Avaluo,12/09/2004,13/09/2004,20049-0001
2582,683070000000000060355000000000,Autoestimacion_Avaluo,11/09/2015,12/09/2015,20159-0001
2583,683070000000000070431000000000,Autoestimacion_Avaluo,25/06/1999,26/06/1999,19996-0002
2584,683070000000000060356000000000,Autoestimacion_Avaluo,18/11/1982,19/11/1982,198211-0002
2585,683070000000000060357000000000,Autoestimacion_Avaluo,13/04/2019,14/04/2019,20194-0001
2586,683070000000000060358000000000,Autoestimacion_Avaluo,25/11/1981,26/11/1981,198111-0001
2587,683070000000000060359000000000,Autoestimacion_Avaluo,13/02/1992,14/02/1992,19922-0002
2588,683070000000000060317000000000,Autoestimacion_Avaluo,30/06/2000,01/07/2000,20006-0002
2589,683070000000000060362000000000,Autoestimacion_Avaluo,06/08/1992,07/08/1992,19928-0001
2590,683070000000000060370000000000,Autoestimacion_Avaluo,23/05/1994,24/05/1994,19945-0001
2591,683070000000000060371000000000,Autoestimacion_Avaluo,19/06/2001,20/06/2001,20016-0002
2592,683070000000000060372000000000,Autoestimacion_Avaluo,29/08/2006,30/08/2006,20068-0002
2593,683070000000000060219000000000,Autoestimacion_Avaluo,01/09/2004,02/09/2004,20049-0001
2594,683070000000000060159000000000,Autoestimacion_Avaluo,29/09/2019,30/09/2019,20199-0001
2595,683070000000000060453000000000,Autoestimacion_Avaluo,25/03/1987,26/03/1987,19873-0002
2596,683070000000000060492000000000,Autoestimacion_Avaluo,25/02/1995,26/02/1995,19952-0002
2597,683070000000000060491000000000,Autoestimacion_Avaluo,03/07/1980,04/07/1980,19807-0001
2598,683070000000000060490000000000,Autoestimacion_Avaluo,30/01/2018,31/01/2018,20181-0001
2599,683070000000000060489000000000,Autoestimacion_Avaluo,20/06/1994,21/06/1994,19946-0002
2600,683070000000000060327000000000,Autoestimacion_Avaluo,10/08/1990,11/08/1990,19908-0002
2601,683070000000000060481000000000,Autoestimacion_Avaluo,01/04/2016,02/04/2016,20164-0001
2602,683070000000000070406000000000,Autoestimacion_Avaluo,15/11/2018,16/11/2018,201811-0001
2603,683070000000000060487000000000,Autoestimacion_Avaluo,28/02/1993,01/03/1993,19932-0002
2604,683070000000000060471000000000,Autoestimacion_Avaluo,27/01/1980,28/01/1980,19801-0002
2605,683070000000000060480000000000,Autoestimacion_Avaluo,17/02/1986,18/02/1986,19862-0001
2606,683070000000000060486000000000,Autoestimacion_Avaluo,26/02/1987,27/02/1987,19872-0001
2607,683070000000000060482000000000,Autoestimacion_Avaluo,30/05/1999,31/05/1999,19995-0002
2608,683070000000000060476000000000,Autoestimacion_Avaluo,02/10/1998,03/10/1998,199810-0002
2609,683070000000000060479000000000,Autoestimacion_Avaluo,13/11/1985,14/11/1985,198511-0001
2610,683070000000000060464000000000,Autoestimacion_Avaluo,14/11/2005,15/11/2005,200511-0001
2611,683070000000000060485000000000,Autoestimacion_Avaluo,08/08/2012,09/08/2012,20128-0002
2612,683070000000000060478000000000,Autoestimacion_Avaluo,10/11/1987,11/11/1987,198711-0002
2613,683070000000000060484000000000,Autoestimacion_Avaluo,13/11/1990,14/11/1990,199011-0001
2614,683070000000000060475000000000,Autoestimacion_Avaluo,16/04/2019,17/04/2019,20194-0001
2615,683070000000000060469000000000,Autoestimacion_Avaluo,04/04/1992,05/04/1992,19924-0002
2616,683070000000000060477000000000,Autoestimacion_Avaluo,23/05/2013,24/05/2013,20135-0002
2617,683070000000000060483000000000,Autoestimacion_Avaluo,13/07/1993,14/07/1993,19937-0001
2618,683070000000000060193000000000,Autoestimacion_Avaluo,02/08/1996,03/08/1996,19968-0001
2619,683070000000000060474000000000,Autoestimacion_Avaluo,02/02/2001,03/02/2001,20012-0002
2620,683070000000000060468000000000,Autoestimacion_Avaluo,28/11/2018,29/11/2018,201811-0002
2621,683070000000000060326000000000,Autoestimacion_Avaluo,27/11/2017,28/11/2017,201711-0001
2622,683070000000000060473000000000,Autoestimacion_Avaluo,12/04/1999,13/04/1999,19994-0001
2623,683070000000000060467000000000,Autoestimacion_Avaluo,25/12/1991,26/12/1991,199112-0002
2624,683070000000000060472000000000,Autoestimacion_Avaluo,09/05/1981,10/05/1981,19815-0002
2625,683070000000000060466000000000,Autoestimacion_Avaluo,24/09/2003,25/09/2003,20039-0001
2626,683070000000000060325000000000,Autoestimacion_Avaluo,14/07/2005,15/07/2005,20057-0001
2627,683070000000000060275000000000,Autoestimacion_Avaluo,14/04/1982,15/04/1982,19824-0002
2628,683070000000000060465000000000,Autoestimacion_Avaluo,11/11/2007,12/11/2007,200711-0002
2629,683070000000000060452000000000,Autoestimacion_Avaluo,13/02/2012,14/02/2012,20122-0001
2630,683070000000000060888000000000,Autoestimacion_Avaluo,24/06/1988,25/06/1988,19886-0001
2631,683070000000000070154000000000,Autoestimacion_Avaluo,19/05/1999,20/05/1999,19995-0002
2632,683070000000000060470000000000,Autoestimacion_Avaluo,09/06/1982,10/06/1982,19826-0002
2633,683070000000000060488000000000,Autoestimacion_Avaluo,30/04/2007,01/05/2007,20074-0001
2634,683070000000000060328000000000,Autoestimacion_Avaluo,03/06/1986,04/06/1986,19866-0001
2635,683070000000000060374000000000,Autoestimacion_Avaluo,11/08/1986,12/08/1986,19868-0002
2636,683070000000000070447000000000,Autoestimacion_Avaluo,10/12/1981,11/12/1981,198112-0002
2637,683070000000000070446000000000,Autoestimacion_Avaluo,10/09/1984,11/09/1984,19849-0001
2638,683070000000000070445000000000,Autoestimacion_Avaluo,15/04/1986,16/04/1986,19864-0001
2639,683070000000000070444000000000,Autoestimacion_Avaluo,01/08/2002,02/08/2002,20028-0002
2640,683070000000000070439000000000,Autoestimacion_Avaluo,25/12/1988,26/12/1988,198812-0002
2641,683070000000000070438000000000,Autoestimacion_Avaluo,16/05/2001,17/05/2001,20015-0001
2642,683070000000000070443000000000,Autoestimacion_Avaluo,01/04/2014,02/04/2014,20144-0001
2643,683070000000000070437000000000,Autoestimacion_Avaluo,13/04/2016,14/04/2016,20164-0002
2644,683070000000000070436000000000,Autoestimacion_Avaluo,18/07/2018,19/07/2018,20187-0002
2645,683070000000000070435000000000,Autoestimacion_Avaluo,15/01/1995,16/01/1995,19951-0001
2646,683070000000000070442000000000,Autoestimacion_Avaluo,02/05/2018,03/05/2018,20185-0001
2647,683070000000000070434000000000,Autoestimacion_Avaluo,10/01/1981,11/01/1981,19811-0002
2648,683070000000000070441000000000,Autoestimacion_Avaluo,04/05/1985,05/05/1985,19855-0002
2649,683070000000000070433000000000,Mutacion_Primera_Clase,05/09/2003,06/09/2003,20039-0001
2650,683070000000000070440000000000,Mutacion_Primera_Clase,21/08/1989,22/08/1989,19898-0001
2651,683070000000000070448000000000,Mutacion_Primera_Clase,19/01/2020,20/01/2020,20201-0002
2652,683070000000000070432000000000,Mutacion_Primera_Clase,25/07/2006,26/07/2006,20067-0002
2653,683070000000000070346000000000,Mutacion_Primera_Clase,06/02/2001,07/02/2001,20012-0001
2654,683070000000000070129000000000,Mutacion_Primera_Clase,11/10/2013,12/10/2013,201310-0001
2655,683070000000000070100000000000,Mutacion_Primera_Clase,17/08/2020,18/08/2020,20208-0002
2656,683070000000000070128000000000,Mutacion_Primera_Clase,08/07/1981,09/07/1981,19817-0002
2657,683070000000000070523000000000,Mutacion_Primera_Clase,30/08/2017,31/08/2017,20178-0001
2658,683070000000000070501000000000,Mutacion_Primera_Clase,10/06/1996,11/06/1996,19966-0001
2659,683070000000000070419000000000,Mutacion_Primera_Clase,04/09/2009,05/09/2009,20099-0002
2660,683070000000000070462000000000,Mutacion_Primera_Clase,02/09/2011,03/09/2011,20119-0002
2661,683070000000000070463000000000,Mutacion_Primera_Clase,15/09/2018,16/09/2018,20189-0001
2662,683070000000000070464000000000,Mutacion_Primera_Clase,26/07/1999,27/07/1999,19997-0001
